事業所番号,事業所名,ふりがな,法人名,法人番号,都道府県,市区町村,住所,緯度,経度,電話番号,FAX,URL,提供サービス,定員_就労移行支援,定員_就労継続支援Ａ型,定員_就労継続支援Ｂ型,定員_就労定着支援,定員_就労選択支援,生産活動,平均工賃月額,工賃の年度,工賃のサービス種別,工賃の突合方法,工賃の出典,掲載状況,初出スナップショット,最終確認スナップショット,指定機関,データ基準,基本情報の出典,内部ID
4710900962,C’S　Grow(シーズ　グロウ),しーずぐろう,合同会社　C’S,9360003012568,沖縄県,宜野湾市,沖縄県宜野湾市伊佐３-29-27ﾏﾝｼｮﾝｵｱｼｽ2階,26.29354302,127.75898509,098-975-9195,098-975-9196,https://cs-grow.okinawa/,,,,,,,,,,,,,最新データに掲載なし,202503,202503,沖縄県,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,15014d9bc1bf1408
4711200768,MAJUN LINK,まじゅんりんく,特定非営利活動法人まじゅんの会,4360005004171,沖縄県,宜野湾市,沖縄県宜野湾市大山6丁目11番17号仲井間住宅２F,26.276444,127.73889591,098-960-9318,098-960-9318,http://majunnokai.com/,,,,,,,,,,,,,最新データに掲載なし,202111,202503,沖縄県,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,8d93c78554b85edf
4710900939,Okinawa Star Academy,おきなわすたーあかでみー,株式会社寅だるま,5360001030055,沖縄県,宜野湾市,沖縄県宜野湾市新城1丁目5番16号,26.28731342,127.77478688,098-988-1962,098-988-1962,https://okistar-acad.com/,,,,,,,,,,,,,最新データに掲載なし,202503,202503,沖縄県,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,846825cabc949661
4710901101,Olive Sign　(オリーブサイン),おりーぶさいん,株式会社Ａｍｍｙｃｏｍｐａｎｙ,7360003012537,沖縄県,宜野湾市,沖縄県宜野湾市大山３丁目25番8号,26.28598789,127.75073614,098-988-4762,098-988-4763,https://www.ammycompany2022.com/recovery/,就労継続支援Ｂ型,,,20,,,,,,,,,最新データに掲載あり,202603,202603,沖縄県,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,620a20936bd672b8
4710900871,かみや商店,かみやしょうてん,合同会社かみや,4360003011442,沖縄県,宜野湾市,沖縄県宜野湾市普天間１丁目１番１７号メトロシティビル３０３,26.28864674,127.77791433,098-917-6131,,,就労継続支援Ｂ型,,,,,,,,,,,,最新データに掲載あり,202603,202603,沖縄県,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,7e8dd505df000791
4710901085,じあいサポート,じあいさぽーと,株式会社リアン,6360001021185,沖縄県,宜野湾市,沖縄県宜野湾市伊佐3-29-2リバーサイドマンション伊佐106,26.29344858,127.75896288,098-987-6600,098-987-6611,https://www.jiai-lien.net/,就労継続支援Ｂ型,,,20,,,,,,,,,最新データに掲載あり,202409,202603,沖縄県,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,bb016a18ad698446
4710901036,すまいるPLUS,すまいるぷらす,すまいるサポート株式会社,5360001017028,沖縄県,宜野湾市,沖縄県宜野湾市普天間1丁目１番１７号メトロシティビル101号室,26.28864674,127.77791433,098-943-1904,098-943-1905,,就労継続支援Ｂ型,,,20,,,,,,,,,最新データに掲載あり,202403,202603,沖縄県,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,3a1cf4a24865a3c8
4711200321,アソシア　ホイスコーレ,あそしあほいすこーれ,株式会社　アソシア,7360001011152,沖縄県,宜野湾市,沖縄県宜野湾市長田1丁目19番地10号玉善ビル２階,26.26412338,127.76334726,098-989-1818,,http://assodia-ind.co.jp/,,,,,,,,,,,,,最新データに掲載なし,202509,202509,沖縄県,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,11e1b54203e97a12
4711200321,アソシア　宜野湾,あそしあぎのわん,株式会社　アソシア,7360001011152,沖縄県,宜野湾市,沖縄県宜野湾市長田1丁目19番地10号玉善ビル２階,26.26412338,127.76334726,098-989-1818,,http://assodia-ind.co.jp/,就労移行支援,10,,,,,,,,,,,最新データに掲載あり,202603,202603,沖縄県,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,07da5abab949cac2
4710900459,オハナ　宜野湾,おはなぎのわん,株式会社　オハナ,5360001011939,沖縄県,宜野湾市,沖縄県宜野湾市大謝名5丁目7番地6号　1階,26.26689756,127.73566884,098-897-3024,098-897-3025,,,,,,,,,,,,,,最新データに掲載なし,202111,202509,沖縄県,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,eed9b6f649ae1b13
4710901176,ククリ,くくり,株式会社ソウルナビゲーター,6360001035144,沖縄県,宜野湾市,沖縄県宜野湾市大山6丁目10-1エコーハイム１F,26.27553298,127.73926538,098-943-8985,098-943-8987,http://kukuri-okinawa.com/,就労継続支援Ｂ型 / 就労移行支援,10,,,,,,,,,,,最新データに掲載あり,202603,202603,沖縄県,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,5605374b508a9348
4710900731,スマイリーワークぎのわん,すまいりーわーくぎのわん,一般社団法人　スマイリーはうす,4360005004493,沖縄県,宜野湾市,沖縄県宜野湾市赤道1丁目14番5号,26.27493375,127.77048785,098-987-6655,,https://www.sumairi-hausunishihara.com/,,,,,,,,,,,,,最新データに掲載なし,202503,202503,沖縄県,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,561654f2e651057b
4710901028,スマイリーワークぎのわんＢ,すまいりーわーくぎのわんびー,一般社団法人　スマイリーはうす,4360005004493,沖縄県,宜野湾市,沖縄県宜野湾市上原1丁目17番11号金城氏店舗事務所1階,26.27710876,127.77682331,098-960-7658,098-960-7658,https://www.sumairi-hausunishihara.com/,就労継続支援Ｂ型,,,20,,,,,,,,,最新データに掲載あり,202503,202603,沖縄県,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,a60cdc605c007ce1
4710900483,パピルス,ぱぴるす,一般社団法人　パピルス,,沖縄県,宜野湾市,沖縄県宜野湾市大山2丁目15番14号,26.27613579,127.74349555,098-898-9155,098-898-9155,,就労継続支援Ｂ型,,,,,,,,,,,,最新データに掲載あり,202603,202603,沖縄県,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,0cc8e90d57945984
4710901093,マザーハウス,まざーはうす,合同会社　マザーハウス,3360003006245,沖縄県,宜野湾市,沖縄県宜野湾市我如古三丁目１５番３４号,26.25306582,127.7526291,098-899-2049,098-898-3462,,就労継続支援Ｂ型,,,,,,,,,,,,最新データに掲載あり,202503,202603,沖縄県,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,1fd06df6ecd4f5ac
4710900954,ロービジョンライフ宜野湾,ろーびじょんらいふぎのわん,特定非営利活動法人ロービジョンライフ沖縄,,沖縄県,宜野湾市,沖縄県宜野湾市我如古二丁目29番12号　１階,26.25348537,127.7592508,098-996-5840,,,就労継続支援Ｂ型,,,,,,,,,,,,最新データに掲載あり,202603,202603,沖縄県,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,815a38d42ab13324
4710900418,ワーカーズホーム,わーかーずほーむ,一般社団法人　むら,2360005004693,沖縄県,宜野湾市,沖縄県宜野湾市大謝名四丁目６番28号,26.26426168,127.73561618,098-955-1692,098-955-1692,https://www.muraokinawa.org/,就労継続支援Ｂ型,,,20,,,,,,,,,最新データに掲載あり,202111,202603,沖縄県,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,bf35987aaeef8d70
4710900434,合同会社　マザーハウス,ごうどうかいしゃまざーはうす,合同会社　マザーハウス,3360003006245,沖縄県,宜野湾市,沖縄県宜野湾市我如古3丁目15番34号,26.25306582,127.75262911,098-899-2049,098-898-3462,,,,,,,,,,,,,,最新データに掲載なし,202111,202409,沖縄県,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,c544074bb385c6ea
4710900491,多機能型事業所　友結　(ゆうゆう),たきのうがたじぎょうしょ,特定非営利活動法人　友結,5360005004815,沖縄県,宜野湾市,沖縄県宜野湾市我如古3丁目7番5号　　ﾊｲﾂ山本101号室,26.25401858,127.75635934,098-917-1216,098-917-1214,,就労継続支援Ｂ型,,,10,,,,,,,,,最新データに掲載あり,202509,202603,沖縄県,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,f600dff114a7b66a
4710900475,多機能型事業所サントゥアリオ,たきのうがたじぎょうしょさんとぅありお,一般社団法人沖縄ダルク,8360005004787,沖縄県,宜野湾市,沖縄県宜野湾市大謝名2丁目2-10ABS大謝名ビル４Ｆ　ABS大謝名ビル４Ｆ,26.26402012,127.73965752,098-943-8774,098-943-8281,,就労継続支援Ｂ型,,,15,,,,,,,,,最新データに掲載あり,202111,202603,沖縄県,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,123da70f7934d148
4710900640,就労サポート　真風,しゅうろうさぽーとみらん,合同会社りゅうか,2360003007013,沖縄県,宜野湾市,沖縄県宜野湾市我如古二丁目1番14号　イーゴスビル302号室,26.25689052,127.75491489,098-943-7781,098-943-7581,,,,,,,,,,,,,,最新データに掲載なし,202111,202503,沖縄県,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,fcf1d3db1d29473e
4710900640,就労サポート　真風　(みらん),しゅうろうさぽーとみらん,合同会社りゅうか,2360003007013,沖縄県,宜野湾市,沖縄県宜野湾市我如古二丁目1番14号　イーゴスビル302号室,26.25689052,127.75491489,098-943-7781,098-943-7581,,就労継続支援Ａ型,,20,,,,,,,,,,最新データに掲載あり,202509,202603,沖縄県,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,ad79623b10ca3bba
4710900194,就労支援　美ら風,しゅうろうしえんちゅらかじ,社会福祉法人　蒼生の会,3360005002564,沖縄県,宜野湾市,沖縄県宜野湾市愛知１丁目5番1号,26.26961469,127.76854381,098-892-6886,098-892-6853,https://www.souseigroup.jp/,,,,,,,,,,,,,最新データに掲載なし,202111,202203,沖縄県,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,088831003ff9e840
4710900343,就労支援リカバリー,しゅろうしえんりかばりー,合同会社佐喜眞商事,,沖縄県,宜野湾市,沖縄県宜野湾市普天間1-8-1　當山アパート101,26.28898283,127.77829206,098-943-7395,098-943-7395,,,,,,,,,,,,,,最新データに掲載なし,202111,202409,沖縄県,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,1a61e9b1ef836354
4710901101,就労支援リカバリー,しゅうろうしえんりかばりー,株式会社Ａｍｍｙｃｏｍｐａｎｙ,7360003012537,沖縄県,宜野湾市,沖縄県宜野湾市大山３丁目25番8号,26.28598789,127.75073614,098-943-7395,098-943-7395,,,,,,,,,,,,,,最新データに掲載なし,202503,202509,沖縄県,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,aae455ead792a256
4710900319,就労支援研究所,しゅうろうしえんけんきゅうじょ,株式会社グットトライ,6360001015344,沖縄県,宜野湾市,沖縄県宜野湾市真志喜１-５-２,26.27226105,127.73957939,098-943-5585,098-943-5586,,就労継続支援Ａ型,,20,,,,,,,,,,最新データに掲載あり,202111,202603,沖縄県,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,bd782d260eef5859
4710900798,就労移行支援エデュカーレ,しゅうろういこうしえんえでゅかーれ,株式会社　障がい者支援センター,9360001024532,沖縄県,宜野湾市,沖縄県宜野湾市真栄原3丁目17番2号友愛ビル2F,26.26247316,127.74589596,098-975-5048,,,,,,,,,,,,,,,最新データに掲載なし,202409,202509,沖縄県,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,b2b7d57ae25fddc1
4710900665,就労継続支援A型　じあいサポート,しゅうろうけいぞくしえんえーがたじあいさぽーと,株式会社リアン,6360001021185,沖縄県,宜野湾市,沖縄県宜野湾市伊佐三丁目29番2号　リバーサイドマンション伊佐106号,26.29344859,127.75896287,098-987-6600,098-987-6611,https://www.jiai-lien.net/,,,,,,,,,,,,,最新データに掲載なし,202111,202409,沖縄県,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,e9b0b4a9431dc128
4710900798,就労継続支援B型エデュカーレ,しゅうろうけいぞくしえんびーがたえでゅかーれ,株式会社　障がい者支援センター,9360001024532,沖縄県,宜野湾市,沖縄県宜野湾市真栄原3丁目17番2号友愛ビル2F,26.26247316,127.74589596,098-975-5048,,,就労継続支援Ｂ型,,,,,,,,,,,,最新データに掲載あり,202409,202603,沖縄県,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,d1bf43f5617ab5cb
4710900228,就労継続支援センター　新緑の風,しゅうろうけいぞくしえんせんたーしんりょくのかぜ,特定非営利活動法人新緑の風,1360005003110,沖縄県,宜野湾市,沖縄県宜野湾市大謝名3-6-9,26.26421729,127.73783545,098-897-5661,098-897-5660,https://nposinryoku.wixsite.com/mysite-1,,,,,,,,,,,,,最新データに掲載なし,202209,202503,沖縄県,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,98db88e1fd150818
4710900228,就労継続支援センター　新緑の風　(しんりょくのかぜ),しゅうろうけいぞくしえんせんたーしんりょくのかぜ,特定非営利活動法人新緑の風,1360005003110,沖縄県,宜野湾市,沖縄県宜野湾市大謝名3-6-9,26.26421729,127.73783545,098-897-5661,098-897-5660,https://nposinryoku.wixsite.com/mysite-1,就労継続支援Ｂ型,,,20,,,,,,,,,最新データに掲載あり,202509,202603,沖縄県,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,b40589a3ac4a4fe9
4710900517,就労継続支援事業所　あい,しゅうろうけいぞくしえんじぎょうしょあい,株式会社　ほっとライフ,3360001015652,沖縄県,宜野湾市,沖縄県宜野湾市上原１丁目14番5号コーポ有１F,26.27781144,127.77582337,098-892-2823,098-892-8902,,就労継続支援Ｂ型,,,24,,,,,,,,,最新データに掲載あり,202603,202603,沖縄県,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,c310d0dbcc10d74f
4710900210,就労継続支援事業所ゆい沖縄,しゅうろうけいぞくしえんじぎょうしょゆいおきなわ,特定非営利活動法人ゆい沖縄,6360005003130,沖縄県,宜野湾市,沖縄県宜野湾市宜野湾3-13-1,26.26159009,127.75486749,098-963-6581,098-963-6582,https://www.yuiokinawa.com/,就労継続支援Ｂ型,,,,,,,,,,,,最新データに掲載あり,202403,202603,沖縄県,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,f117f075550dee3a
4710900897,就労継続支援事業所グッジョブワン,しゅうろうけいぞくしえんじぎょうしょぐっじょぶわん,一般社団法人　ナンバーワン,9360005004555,沖縄県,宜野湾市,沖縄県宜野湾市野嵩1-23-15かりゆしアパート1階,26.28179744,127.78221984,098-917-5623,,,,,,,,,,,,,,,最新データに掲載なし,202503,202503,沖縄県,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,ef21ab0182688c18
4711200768,就労継続支援Ｂ型事業所　ＭＡＪＵＮ　ＬＩＮＫ　(マジュン　リンク),しゅうろうけいぞくしえんびーがたじぎょうしょまじゅんりんく,特定非営利活動法人まじゅんの会,4360005004171,沖縄県,宜野湾市,沖縄県宜野湾市大山6丁目11番17号仲井間住宅２F,26.276444,127.73889591,098-960-9318,098-960-9318,http://majunnokai.com/,就労継続支援Ｂ型,,,20,,,,,,,,,最新データに掲載あり,202509,202603,沖縄県,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,f150bc7b4c019051
4710900533,株式会社オレンジハート,かぶしきかいしゃおれんじはーと,株式会社　オレンジハート,4360001018002,沖縄県,宜野湾市,沖縄県宜野湾市宇地泊636番地,26.27196358,127.72834421,098-942-2380,098-942-2381,,,,,,,,,,,,,,最新データに掲載なし,202111,202309,沖縄県,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,a0c8ac045945bd3f
4710900335,楽学喜サポート　ACCENDO,らくがきさぽーとあちぇんど,一般社団法人　一二三,3360005004189,沖縄県,宜野湾市,沖縄県宜野湾市宇地泊二丁目３８番７号金盛ビル　２階,26.26801951,127.72864994,098-943-7300,098-943-7292,https://hifumi-okinawa.com/,,,,,,,,,,,,,最新データに掲載なし,202111,202503,沖縄県,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,00007bb4c6119c37
4710900475,沖縄ダルク・サントゥアリオ,おきなわだるくさんとぅありお,一般社団法人沖縄ダルク,8360005004787,沖縄県,宜野湾市,沖縄県宜野湾市大謝名2丁目2-10サンサン沖縄大謝名ビル４Ｆ,26.26405067,127.73963808,098-943-8774,098-943-8281,,,,,,,,,,,,,,最新データに掲載なし,202111,202509,沖縄県,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,940eace771c2b3bd
4710900970,福祉作業所ゆいゆい,ふくしさぎょうしょゆいゆい,株式会社DEN.CREATE,5360001022738,沖縄県,宜野湾市,沖縄県宜野湾市愛知1丁目5番1号比嘉ビル1階,26.26961469,127.76854381,098-975-7824,098-917-6209,https://den-create.com/,就労継続支援Ｂ型,,,20,,,,,,,,,最新データに掲載あり,202409,202603,沖縄県,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,3d9788febe46766f
4710900194,美ら風,ちゅらかじ,社会福祉法人　蒼生の会,3360005002564,沖縄県,宜野湾市,沖縄県宜野湾市愛知１丁目5番1号,26.26961469,127.76854381,098-892-6886,098-892-6853,https://www.souseigroup.jp/,,,,,,,,,,,,,最新データに掲載なし,202209,202303,沖縄県,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,05402bb8993c5340
4710900855,自立・就労センターINFIT,じりつしゅうろうせんたーいんふぃっと,合同会社アンサンブル,8360003010853,沖縄県,宜野湾市,沖縄県宜野湾市愛知３丁目５番21号２階,26.26737595,127.76671351,098-975-7851,098-975-7852,,,,,,,,,,,,,,最新データに掲載なし,202111,202503,沖縄県,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,f63883e8efcaaee1
4710900855,自立・就労センターINFIT　(インフィット),じりつしゅうろうせんたーいんふぃっと,合同会社アンサンブル,8360003010853,沖縄県,宜野湾市,沖縄県宜野湾市愛知３丁目５番21号２階,26.26737595,127.76671351,098-975-7851,098-975-7852,,就労継続支援Ｂ型,,,20,,,,,,,,,最新データに掲載あり,202509,202603,沖縄県,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,6e2621e938fa8cf2
4710900079,蒼生学園,そうせいがくえん,社会福祉法人　蒼生の会,3360005002564,沖縄県,宜野湾市,沖縄県宜野湾市長田2-15-1,26.26195695,127.76578606,098-893-4137,098-893-6579,https://www.souseigroup.jp/,,,,,,,,,,,,,最新データに掲載なし,202111,202503,沖縄県,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,f020f6f78b6d4804
4710900202,障がい福祉サービス事業所　はごろも,しょうがいふくしさーびすじぎょうしょはごろもがい,社会福祉法人はごろも福祉会,9360005002947,沖縄県,宜野湾市,沖縄県宜野湾市伊佐4-4-6,26.28954875,127.75268025,098-897-7181,098-897-7186,http://hagoromofukushikai.jp/,就労継続支援Ｂ型,,,28,,,,,,,,,最新データに掲載あり,202111,202603,沖縄県,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,c6a23cc37b4f8fb6
4710900376,障がい者就労サポートセンターアップドゥぎのわん,しょうがいしゃしゅうろうさぽーとせんたーあっぷどぅぎのわん,アップドウ合同会社,5356000300586,沖縄県,宜野湾市,沖縄県宜野湾市真志喜2丁目4番8号シティハイムJOY102,26.27319149,127.73795448,098-988-8776,098-988-8776,http://appdu.jp/,就労移行支援,20,,,,,,,,,,,最新データに掲載あり,202403,202603,沖縄県,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,839db6dd46fddbf0
4710900376,障害者就労定着支援センターアップドゥぎのわん,しょうがいしゃしゅうろうていちゃくしえんせんたーあっぷどぅぎのわん,アップドウ合同会社,5356000300586,沖縄県,宜野湾市,沖縄県宜野湾市真志喜2丁目4番8号シティハイムJOY102,26.27319149,127.73795448,098-988-8776,098-988-8776,http://appdu.jp/,就労定着支援,,,,,,,,,,,,最新データに掲載あり,202409,202603,沖縄県,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,2ae52aac61aba1ea
4710900574,障害者支援センターアップドウぎのわん,しょうがいしゃしえんせんたーあっぷどうぎのわん,アップドウ合同会社,5360003005864,沖縄県,宜野湾市,沖縄県宜野湾市真志喜二丁目４番３号М’ｓビル301,26.27285819,127.7382267,098-943-5357,098-943-5358,http://appdu.jp/,就労継続支援Ａ型 / 就労継続支援Ｂ型,,10,10,,,,,,,,,最新データに掲載あり,202403,202603,沖縄県,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,3de5104d542e6986
4712300807,(プロジェクト　アール)　Project-R　宮古島,ぷろじぇくとあーるみやこじま,株式会社DIGITAL　butter,9240001056208,沖縄県,宮古島市,沖縄県宮古島市伊良部前里添1079-3,24.83311723,125.19084191,0980-79-6456,,,就労継続支援Ｂ型,,,20,,,,,,,,,最新データに掲載あり,202509,202603,沖縄県,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,7c03ddfa32324dd3
4712300732,New Revival Academy,にゅーりばいばるあかでみー,一般社団法人DARC大きな和,3360005006409,沖縄県,宮古島市,沖縄県宮古島市平良字狩俣3979番地4,24.85187038,125.29489007,0980-72-5821,0980-72-5821,https://hf465.hp.peraichi.com/,,,,,,,,,,,,,最新データに掲載なし,202409,202503,沖縄県,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,78d1c9e996c2a34d
4712300807,Project-R宮古島,ぷろじぇくとあーるみやこじま,株式会社DIGITAL　butter,9240001056208,沖縄県,宮古島市,沖縄県宮古島市伊良部前里添1079-3,24.83311723,125.19084191,0980-79-6456,,,,,,,,,,,,,,,最新データに掲載なし,202409,202503,沖縄県,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,530db912f5fca578
4712300278,あけぼの学園,あけぼのがくえん,社会福祉法人　沖縄県社会福祉事業団,8360005000299,沖縄県,宮古島市,沖縄県宮古島市平良字西仲宗根745-5,24.81874065,125.29176897,0980-72-1660,0980-72-4961,https://www.okinawa-j.jp/akebonogakuen/shien_b_akebonogakuen,就労継続支援Ｂ型,,,10,,,,,,,,,最新データに掲載あり,202111,202603,沖縄県,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,e42012e47d0b462a
4712300799,のんのん３８５,のんのんみやこ,一般社団法人穏穏,7120105008242,沖縄県,宮古島市,沖縄県宮古島市平良東仲宗根427-6,24.80650022,125.28686137,0980-79-6645,,,,,,,,,,,,,,,最新データに掲載なし,202503,202503,沖縄県,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,7ed1b217fcb62b21
4712300799,のんのん３８５　(みやこ),のんのんみやこ,一般社団法人穏穏,7120105008242,沖縄県,宮古島市,沖縄県宮古島市平良東仲宗根427-6,24.80650022,125.28686137,0980-79-6645,0980-79-6648,,就労継続支援Ｂ型,,,20,,,,,,,,,最新データに掲載あり,202509,202603,沖縄県,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,4a77c2a195f2892c
4712300682,みやこ事業所,みやこじぎょうしょ,特定非営利活動法人ハートフルふきあげ,7060005007276,沖縄県,宮古島市,沖縄県宮古島市下地洲鎌296-2,24.74585815,125.28221756,0980-79-7685,,,就労継続支援Ｂ型,,,20,,,,,,,,,最新データに掲載あり,202503,202603,沖縄県,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,47630ee251b0ff05
4712300195,みやこ学園,みやこがくえん,みやこ福祉会,2360005003885,沖縄県,宮古島市,沖縄県宮古島市平良下里3107-243,24.77305166,125.31937293,0980-73-7770,0980-74-2338,,就労継続支援Ｂ型,,,34,,,,,,,,,最新データに掲載あり,202111,202603,沖縄県,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,60bb2db44de440a1
4712300492,やすらぎ障がい者活動支援センター,やすらぎしょうがいしゃかつどうしえんせんたー,特定非営利活動法人　やすらぎ,360005003960,沖縄県,宮古島市,沖縄県宮古島市城辺西里添788番地,24.75305839,125.3738686,0980-77-7800,0980-77-7800,,就労継続支援Ｂ型,,,,,,,,,,,,最新データに掲載あり,202111,202603,沖縄県,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,f108bb30114a04ff
4712300260,わかば自立支援センター,わかばじりつしえんせんたー,特定非営利活動法人すこやかネット,1360005003911,沖縄県,宮古島市,沖縄県宮古島市平良字東仲宗根676-9,24.80349245,125.30066566,0980-72-8403,0980-72-8423,,就労継続支援Ｂ型,,,30,,,,,,,,,最新データに掲載あり,202111,202603,沖縄県,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,8e24185a11f98c99
4712300310,アダナス,あだなす,みやこ福祉会,2360005003885,沖縄県,宮古島市,沖縄県宮古島市平良字久貝1264番地,24.89630953,125.27472693,0980-74-1188,0980-74-1288,http://www.miyakofukushikai.jp/,就労継続支援Ｂ型,,,34,,,,,,,,,最新データに掲載あり,202209,202603,沖縄県,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,be32fc20b5a24647
4712300401,オハナ宮古,おはなみやこ,株式会社　オハナ,5360001011939,沖縄県,宮古島市,沖縄県宮古島市平良西里860-11,24.7961237,125.29704391,0980-72-1685,0980-72-1686,,就労継続支援Ａ型,,20,,,,,,,,,,最新データに掲載あり,202111,202603,沖縄県,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,f22f50ea21eae7e1
4712300484,夢工房　宮古,ゆめこうぼうみやこ,株式会社　ビザライ,6360001017489,沖縄県,宮古島市,沖縄県宮古島市平良久貝875-2,24.79625383,125.27523767,0980-79-0361,,,,,,,,,,,,,,,最新データに掲載なし,202111,202509,沖縄県,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,bf89440fa901f485
4712300856,夢工房宮古,ゆめこうぼうみやこ,株式会社　BE THE LIGHT,6360001035367,沖縄県,宮古島市,沖縄県宮古島市平良久貝875番地2,24.79625383,125.27523767,0980-79-0751,,,就労継続支援Ａ型 / 就労継続支援Ｂ型,,,,,,,,,,,,最新データに掲載あり,202603,202603,沖縄県,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,5b8866c9bc93b480
4712300773,宮古島カルディア,みやこじまかるでぃあ,株式会社　まるとし産業,,沖縄県,宮古島市,沖縄県宮古島市城辺比嘉628-5城辺中央クリニック敷地内,24.76222701,125.37952058,080-7844-1719,,,就労継続支援Ｂ型,,,20,,,,,,,,,最新データに掲載あり,202403,202603,沖縄県,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,adb4ab31ee6ae0c6
4712300658,就労支援研究所宮古,しゅうろうしえんけんきゅうじょみやこ,株式会社グットトライ,6360001015344,沖縄県,宮古島市,沖縄県宮古島市平良西里1013-1コーポつばさ101,24.79520705,125.29355259,0980-79-5077,,,就労継続支援Ｂ型,,,10,,,,,,,,,最新データに掲載あり,202111,202603,沖縄県,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,72e63386cecc0787
